21.09.2018 открытие;21.09.2018 максимум;21.09.2018 минимум;21.09.2018 закрытие;23.10.2018 открытие;23.10.2018 максимум;23.10.2018 минимум;23.10.2018 закрытие;21.11.2018 открытие;21.11.2018 максимум;21.11.2018 минимум;21.11.2018 закрытие;04.12.2018 открытие;04.12.2018 максимум;04.12.2018 минимум;04.12.2018 закрытие
112980;112990;112950;112970;110910;110940;110870;110940;113270;113280;113240;113260;114610;114700;114610;114670
112970;113040;112970;113040;110940;110980;110880;110910;113250;113340;113230;113250;114680;114740;114660;114740
113030;113060;113010;113030;110920;110940;110880;110940;113250;113300;113240;113290;114730;114790;114700;114720
113030;113060;113030;113050;110930;110990;110910;110980;113300;113420;113290;113360;114730;114760;114720;114760
113050;113060;113000;113040;110990;111030;110950;111020;113370;113530;113370;113510;114750;114850;114730;114770
113050;113050;113040;113040;111020;111040;110960;110990;113500;113510;113410;113450;114780;114790;114730;114760
113030;113030;112990;112990;110980;111200;110980;111160;113450;113490;113410;113410;114770;114780;114750;114770
113010;113050;113010;113040;111170;111170;111080;111130;113400;113430;113370;113390;114770;114780;114720;114740
113030;113030;113020;113020;111140;111150;111100;111130;113400;113430;113380;113400;114740;114750;114720;114720
113030;113080;113030;113070;111130;111160;111100;111120;113410;113430;113360;113360;114730;114790;114720;114780
113080;113080;113060;113080;111110;111140;111070;111110;113360;113410;113360;113370;114780;114800;114730;114780
113080;113080;113050;113050;111120;111130;111090;111120;113360;113410;113350;113410;114790;114790;114760;114760
113070;113100;113060;113100;111120;111160;111090;111090;113410;113470;113400;113420;114760;114790;114730;114780
113090;113100;113080;113100;111090;111150;111090;111150;113430;113490;113420;113420;114780;114800;114760;114780
113080;113090;113050;113050;111160;111570;111150;111480;113420;113430;113370;113370;114780;114820;114780;114790
113050;113060;113030;113030;111480;111550;111390;111460;113370;113380;113320;113360;114800;114800;114730;114750
113040;113050;113030;113050;111470;111510;111360;111410;113370;113420;113340;113350;114750;114760;114740;114760
113050;113080;113050;113080;111410;111430;111360;111380;113350;113380;113330;113340;114760;114760;114740;114760
113080;113110;113080;113100;111390;111420;111380;111390;113350;113350;113330;113340;114770;114790;114760;114760
113100;113100;113080;113090;111390;111430;111360;111380;113330;113350;113320;113320;114760;114790;114740;114790
113080;113090;113060;113070;111370;111390;111310;111380;113330;113340;113290;113320;114790;114790;114750;114760
113070;113070;113040;113050;111370;111380;111300;111300;113320;113350;113320;113350;114760;114770;114700;114700
113050;113080;113030;113080;111310;111340;111290;111290;113340;113390;113340;113390;114700;114720;114670;114680
113080;113080;113050;113050;111310;111340;111260;111260;113390;113410;113370;113380;114680;114700;114640;114670
113070;113080;113000;113070;111260;111350;111260;111270;113380;113400;113350;113370;114660;114700;114600;114610
113070;113090;113050;113070;111280;111380;111260;111350;113360;113360;113330;113350;114620;114650;114570;114650
113070;113070;113040;113070;111350;111510;111340;111490;113360;113370;113330;113340;114640;114650;114530;114550
113070;113070;113060;113060;111480;111560;111450;111480;113330;113340;113250;113290;114570;114570;114500;114540
113080;113080;113070;113070;111490;111540;111450;111530;113300;113320;113270;113300;114530;114530;114300;114380
113070;113080;113070;113080;111540;111630;111470;111480;113290;113300;113210;113230;114390;114420;114290;114300
113070;113070;113030;113070;111480;111500;111420;111450;113250;113270;113240;113260;114300;114400;114290;114370
113080;113090;113070;113080;111470;111600;111470;111530;113250;113290;113230;113250;114360;114360;114200;114210
113070;113080;113060;113070;111530;111530;111440;111450;113250;113280;113250;113250;114200;114300;114030;114240
113060;113060;113030;113050;111460;111600;111460;111580;113260;113270;113210;113220;114240;114260;114090;114160
113040;113070;113040;113060;111580;111640;111560;111580;113230;113240;113210;113230;114150;114190;114130;114180
113060;113060;113060;113060;111570;111610;111530;111570;113230;113250;113210;113230;114180;114230;114150;114160
113060;113070;113050;113050;111570;111620;111560;111580;113230;113250;113220;113220;114160;114230;114150;114170
113040;113050;113020;113020;111590;111840;111560;111720;113220;113250;113220;113220;114180;114190;114030;114040
113030;113030;113020;113030;111710;111760;111650;111680;113230;113290;113230;113270;114050;114050;113800;113880
113040;113070;113040;113060;111680;111740;111630;111630;113280;113290;113260;113270;113870;113890;113720;113850
113060;113070;113060;113070;111640;111640;111580;111610;113290;113330;113280;113320;113840;113990;113820;113990
113070;113100;113070;113100;111600;111660;111560;111640;113310;113320;113260;113280;113980;114020;113930;113960
113090;113100;113060;113070;111640;111640;111550;111570;113270;113270;113220;113220;113960;114020;113940;113990
113070;113080;113060;113080;111570;111600;111530;111530;113220;113250;113210;113240;113970;114020;113970;113990
113070;113070;113040;113040;111540;111570;111500;111530;113240;113280;113240;113280;114000;114000;113900;113900
113040;113060;113040;113050;111540;111780;111540;111750;113290;113290;113260;113260;113900;114000;113900;113970
113050;113080;113040;113070;111750;111890;111740;111870;113270;113280;113260;113280;113950;113960;113920;113930
113080;113090;113070;113080;111870;111870;111800;111860;113270;113280;113250;113250;113940;113960;113900;113920
113090;113090;113050;113060;111860;111960;111860;111950;113250;113260;113230;113230;113910;113930;113810;113840
113060;113080;113050;113050;111940;111960;111870;111900;113240;113270;113210;113270;113850;113960;113800;113880
113070;113070;113060;113060;111900;111920;111860;111890;113270;113300;113270;113270;113860;113930;113830;113890
113070;113080;113060;113060;111910;111950;111810;111830;113270;113270;113240;113270;113880;113930;113800;113910
113070;113070;113050;113060;111820;111820;111770;111810;113270;113280;113240;113280;113920;113930;113850;113890
113070;113100;113070;113080;111790;111800;111730;111770;113290;113320;113270;113300;113890;113890;113800;113810
113100;113120;113100;113100;111760;111880;111750;111880;113300;113360;113300;113340;113810;113820;113570;113640
113090;113120;113090;113120;111880;111880;111760;111790;113350;113350;113300;113320;113630;113700;113620;113630
113110;113120;113090;113090;111800;111830;111790;111810;113310;113320;113290;113300;113650;113670;113470;113560
113090;113100;113060;113090;111810;111840;111790;111800;113300;113320;113270;113280;113560;113670;113530;113650
113090;113100;113070;113080;111800;111810;111770;111800;113270;113330;113270;113300;113640;113680;113610;113680
113090;113090;113050;113070;111790;111790;111530;111550;113320;113320;113300;113300;113690;113710;113630;113680
113060;113070;113060;113070;111550;111600;111540;111540;113300;113310;113280;113280;113700;113770;113680;113750
113080;113080;113080;113080;111550;111590;111510;111520;113290;113350;113280;113330;113740;113780;113730;113760
113080;113080;113070;113070;111520;111550;111520;111540;113320;113340;113310;113310;113740;113760;113690;113750
113070;113090;113070;113090;111550;111630;111540;111630;113330;113330;113290;113330;113760;113760;113650;113670
113090;113100;113080;113090;111630;111660;111560;111560;113320;113360;113320;113350;113660;113740;113610;113730
113090;113090;113080;113080;111570;111610;111560;111570;113340;113390;113340;113380;113740;113770;113700;113760
113090;113100;113060;113060;111570;111580;111450;111470;113390;113400;113370;113370;113760;113770;113730;113760
113050;113070;113050;113060;111460;111510;111410;111490;113370;113380;113340;113370;113760;113810;113750;113800
113050;113070;113050;113050;111480;111520;111480;111490;113370;113390;113370;113370;113790;113850;113780;113780
113050;113070;113050;113060;111490;111560;111470;111530;113370;113400;113350;113380;113770;113870;113770;113860
113050;113060;113050;113060;111510;111550;111460;111470;113380;113410;113340;113400;113870;113880;113810;113870
113070;113070;113070;113070;111470;111530;111460;111500;113400;113440;113400;113420;113870;113870;113820;113860
113060;113080;113060;113080;111500;111530;111450;111480;113410;113430;113410;113410;113860;113900;113840;113880
113080;113080;113060;113070;111460;111480;111420;111480;113410;113430;113400;113420;113890;113930;113870;113870
113080;113080;113080;113080;111470;111470;111410;111410;113430;113460;113420;113440;113880;113890;113780;113790
113080;113080;113040;113040;111410;111550;111390;111540;113440;113440;113410;113420;113800;113850;113790;113820
113040;113050;113010;113010;111540;111540;111450;111470;113430;113440;113380;113390;113820;113850;113780;113820
113020;113030;113000;113000;111460;111480;111410;111420;113400;113420;113390;113400;113840;113910;113840;113850
113000;113000;112970;113000;111430;111460;111400;111440;113390;113410;113360;113390;113830;113860;113810;113830
113000;113020;113000;113020;111430;111500;111430;111450;113400;113430;113400;113430;113840;113870;113830;113870
113020;113030;113000;113000;111450;111460;111410;111410;113430;113430;113380;113400;113870;113930;113870;113900
113000;113010;113000;113000;111420;111450;111410;111440;113390;113400;113330;113340;113890;113900;113840;113850
112990;113040;112990;113030;111440;111440;111390;111420;113330;113340;113290;113300;113840;113860;113820;113850
113030;113050;113030;113050;111410;111440;111370;111410;113300;113320;113290;113300;113850;113860;113800;113800
113040;113050;113030;113050;111410;111500;111410;111430;113290;113330;113290;113300;113790;113810;113760;113780
113030;113030;113010;113020;111420;111530;111390;111520;113310;113330;113300;113330;113770;113790;113750;113760
113040;113040;113020;113040;111530;111590;111520;111540;113310;113350;113310;113330;113750;113770;113720;113750
113040;113040;113020;113040;111540;111550;111460;111470;113330;113350;113330;113340;113750;113790;113750;113790
113020;113020;113010;113010;111470;111530;111440;111530;113340;113370;113340;113360;113800;113830;113770;113780
113010;113010;112980;112990;111530;111560;111460;111460;113360;113360;113330;113360;113770;113830;113770;113820
113010;113010;112990;113010;111470;111640;111470;111590;113370;113440;113370;113400;113810;113850;113800;113850
113010;113010;112990;113000;111600;111640;111570;111590;113410;113450;113380;113400;113850;113870;113810;113810
113000;113030;113000;113030;111610;111700;111600;111640;113390;113440;113330;113340;113820;113840;113800;113810
113040;113050;113000;113000;111640;111650;111620;111620;113340;113360;113330;113340;113810;113840;113800;113820
113010;113010;112980;113000;111630;111690;111610;111610;113330;113350;113320;113330;113810;113830;113790;113790
113010;113020;113010;113020;111630;111740;111630;111720;113330;113340;113310;113330;113790;113830;113750;113820
113010;113010;112980;112980;111720;111770;111680;111750;113330;113330;113300;113310;113790;113890;113790;113860
112980;113000;112980;112990;111740;111760;111700;111720;113320;113350;113320;113320;113850;113880;113850;113850
113000;113000;112980;112980;111720;111740;111660;111660;113340;113370;113340;113370;113850;113850;113750;113780
113000;113000;112980;112990;111650;111750;111650;111730;113370;113370;113340;113360;113770;113800;113760;113800
112990;113000;112990;112990;111730;111790;111690;111740;113360;113370;113320;113330;113790;113820;113770;113810
112980;112980;112980;112980;111760;111770;111700;111740;113320;113350;113310;113350;113810;113820;113790;113810
112980;112990;112980;112990;111750;111810;111710;111740;113340;113350;113330;113350;113820;113840;113800;113820
113000;113010;113000;113010;111750;111810;111740;111800;113360;113380;113350;113370;113830;113830;113800;113830
112990;113000;112980;112980;111810;111830;111720;111750;113360;113380;113310;113330;113840;113840;113770;113780
112980;113030;112980;113010;111760;111780;111720;111730;113310;113320;113300;113320;113790;113830;113790;113810
113010;113030;113000;113010;111740;111790;111740;111780;113310;113330;113300;113310;113820;113850;113790;113830
113020;113020;113010;113020;111770;111800;111750;111780;113310;113330;113310;113320;113820;113840;113790;113820
113020;113030;112980;112990;111800;111840;111720;111840;113310;113340;113310;113330;113820;113830;113780;113800
113000;113000;113000;113000;111840;111840;111750;111790;113330;113340;113310;113330;113790;113800;113750;113770
113010;113020;113010;113020;111790;111810;111720;111730;113340;113340;113330;113340;113760;113780;113670;113680
113030;113030;113000;113030;111730;111760;111680;111740;113330;113350;113330;113330;113670;113700;113520;113530
113040;113090;113040;113080;111750;112300;111720;112160;113320;113340;113310;113330;113530;113540;113330;113380
113080;113100;113070;113100;112160;112160;112070;112080;113330;113340;113320;113330;113370;113550;113340;113540
113100;113100;113080;113080;112080;112250;112080;112130;113310;113360;113310;113350;113530;113560;113480;113560
113090;113090;113090;113090;112130;112180;112110;112170;113360;113360;113340;113350;113550;113580;113540;113560
113080;113090;113070;113080;112170;112290;112140;112280;113350;113360;113320;113320;113550;113580;113550;113570
113080;113090;113080;113090;112280;112300;112240;112250;113330;113340;113310;113320;113570;113590;113540;113550
113090;113140;113090;113130;112250;112270;112190;112200;113340;113340;113260;113270;113530;113560;113500;113550
113130;113140;113110;113130;112200;112280;112190;112280;113280;113290;113250;113280;113550;113550;113460;113480
113130;113130;113120;113120;112280;112290;112200;112260;113280;113310;113280;113280;113490;113510;113460;113490
113120;113130;113120;113120;112260;112450;112260;112340;113280;113330;113270;113330;113490;113510;113440;113490
113110;113120;113100;113100;112340;112370;112300;112310;113320;113350;113310;113320;113490;113500;113430;113440
113090;113110;113090;113090;112310;112310;112250;112280;113340;113370;113330;113340;113440;113440;113230;113310
113100;113100;113090;113090;112270;112310;112230;112230;113350;113380;113340;113380;113310;113320;113250;113300
113080;113080;113070;113070;112240;112260;112200;112200;113390;113410;113380;113400;113310;113310;113180;113280
113070;113080;113060;113060;112200;112270;112150;112270;113400;113400;113360;113390;113280;113380;113260;113370
113060;113070;113060;113070;112260;112330;112200;112210;113370;113420;113370;113400;113370;113440;113360;113440
113060;113070;113030;113060;112210;112270;112180;112260;113380;113390;113340;113370;113430;113460;113380;113440
113070;113080;113060;113080;112250;112270;112160;112180;113370;113410;113360;113390;113420;113460;113380;113460
113080;113080;113070;113070;112180;112190;112150;112150;113390;113400;113330;113360;113460;113490;113430;113490
113060;113070;113050;113070;112160;112220;112140;112220;113350;113350;113320;113340;113470;113490;113390;113430
113070;113080;113070;113080;112220;112290;112200;112260;113320;113350;113320;113350;113430;113460;113390;113450
113060;113090;113050;113090;112250;112290;112230;112260;113330;113350;113330;113350;113460;113460;113410;113420
113090;113110;113080;113110;112250;112370;112250;112360;113370;113390;113360;113370;113420;113440;113300;113320
113110;113110;113100;113110;112360;112360;112310;112330;113360;113370;113330;113330;113310;113350;113300;113320
113120;113130;113090;113120;112320;112330;112250;112290;113330;113350;113320;113350;113330;113340;113300;113320
113110;113110;113090;113110;112290;112320;112250;112260;113350;113350;113340;113350;113320;113430;113310;113370
113100;113100;113090;113090;112270;112280;112210;112220;113350;113350;113340;113340;113380;113470;113350;113450
113090;113130;113090;113120;112210;112330;112200;112330;113340;113350;113320;113350;113440;113500;113430;113500
113120;113120;113110;113110;112320;112320;112280;112280;113350;113350;113320;113340;113490;113520;113460;113490
113100;113130;113090;113130;112270;112350;112230;112310;113340;113370;113330;113330;113490;113530;113480;113530
113140;113190;113140;113190;112320;112320;112270;112280;113330;113370;113330;113360;113530;113560;113510;113530
113180;113220;113170;113180;112300;112400;112290;112310;113360;113390;113350;113390;113520;113550;113480;113490
113180;113200;113130;113140;112320;112370;112270;112280;113380;113400;113360;113360;113490;113520;113480;113500
113140;113160;113130;113150;112290;112310;112250;112260;113370;113380;113360;113370;113500;113530;113470;113510
113170;113190;113150;113150;112270;112360;112270;112350;113370;113380;113350;113360;113500;113590;113490;113540
113160;113160;113120;113130;112350;112380;112320;112320;113350;113350;113310;113320;113550;113560;113490;113490
113130;113170;113130;113160;112320;112370;112290;112310;113310;113330;113300;113330;113500;113540;113470;113470
113160;113180;113150;113180;112300;112330;112260;112300;113320;113330;113300;113320;113480;113570;113470;113560
113170;113170;113150;113150;112310;112320;112250;112300;113320;113330;113320;113320;113560;113610;113540;113590
113140;113160;113140;113160;112300;112350;112280;112330;113320;113320;113300;113310;113590;113610;113570;113570
113150;113160;113140;113140;112340;112350;112280;112290;113320;113320;113290;113310;113580;113610;113570;113600
113150;113150;113150;113150;112290;112310;112280;112280;113310;113330;113310;113330;113600;113650;113600;113640
113170;113180;113170;113180;112270;112290;112250;112250;113320;113320;113300;113300;113640;113650;113600;113630
113190;113190;113180;113180;112250;112260;112210;112210;113300;113330;113300;113310;113630;113640;113600;113600
113190;113250;113170;113230;112230;112250;112170;112180;113300;113350;113300;113320;113600;113610;113580;113600
113230;113240;113220;113220;112190;112250;112180;112250;113310;113340;113300;113340;113590;113640;113590;113610
113220;113250;113220;113220;112250;112280;112210;112230;113320;113340;113320;113340;113610;113610;113580;113590
113230;113240;113220;113220;112220;112320;112210;112310;113340;113390;113330;113360;113590;113610;113560;113590
113220;113230;113220;113230;112300;112320;112250;112260;113370;113400;113370;113390;113590;113600;113560;113560
113240;113250;113230;113230;112260;112270;112200;112210;113390;113400;113380;113380;113570;113590;113560;113580
113240;113240;113230;113230;112210;112220;112150;112150;113390;113430;113380;113410;113580;113600;113560;113560
113230;113250;113230;113250;112160;112200;112150;112180;113410;113420;113400;113400;113560;113600;113550;113590
113250;113280;113240;113260;112170;112270;112170;112270;113400;113430;113390;113390;113600;113600;113580;113580
113270;113310;113260;113310;112270;112300;112240;112250;113410;113410;113380;113380;113580;113640;113580;113610
113310;113330;113300;113310;112270;112330;112260;112270;113370;113380;113350;113380;113620;113630;113580;113590
113310;113460;113310;113410;112280;112340;112280;112320;113370;113420;113360;113410;113590;113600;113510;113520
113420;113470;113380;113390;112330;112340;112270;112280;113400;113410;113390;113390;113520;113550;113510;113520
113390;113400;113370;113380;112270;112310;112260;112290;113380;113400;113360;113370;113510;113550;113490;113530
113390;113410;113350;113360;112290;112310;112240;112250;113360;113390;113350;113350;113540;113560;113520;113540
113370;113370;113330;113350;112250;112250;112180;112200;113370;113370;113340;113360;113530;113550;113470;113490
113330;113340;113320;113330;112210;112230;112150;112170;113340;113340;113300;113300;113500;113510;113470;113490
113330;113350;113310;113320;112160;112180;112140;112170;113300;113320;113300;113300;113490;113510;113480;113500
113320;113360;113320;113360;112160;112200;112090;112110;113310;113320;113270;113280;113510;113540;113470;113530
113350;113370;113350;113370;112110;112170;112100;112140;113280;113280;113200;113200;113530;113560;113520;113560
113370;113370;113350;113350;112140;112180;112120;112180;113200;113220;113180;113190;113550;113550;113510;113540
113360;113360;113350;113350;112160;112190;112140;112170;113170;113200;113130;113150;113540;113540;113520;113530
113350;113370;113340;113360;112180;112230;112170;112180;113150;113180;113130;113160;113540;113560;113530;113550
113350;113360;113340;113340;112180;112200;112120;112130;113160;113160;113110;113110;113550;113560;113520;113540
113350;113360;113340;113340;112130;112240;112120;112230;113110;113170;113110;113170;113550;113550;113520;113530
113340;113370;113330;113360;112230;112240;112140;112140;113150;113160;113120;113120;113540;113540;113510;113520
113360;113360;113300;113320;112140;112150;112090;112130;113120;113150;113120;113140;113520;113570;113500;113500
113320;113340;113310;113330;112120;112130;112060;112090;113140;113160;113140;113150;113510;113580;113500;113570
113330;113340;113320;113340;112090;112140;112080;112090;113150;113150;113120;113130;113560;113590;113530;113560
113340;113360;113330;113350;112100;112120;112070;112090;113140;113190;113130;113190;113570;113590;113540;113560
113360;113370;113350;113360;112090;112110;111990;112010;113190;113210;113180;113210;113570;113580;113540;113550
113370;113380;113370;113380;112010;112020;111960;112010;113210;113210;113190;113190;113560;113590;113560;113560
113370;113380;113360;113360;112010;112040;111990;112030;113180;113210;113160;113210;113560;113570;113550;113570
113350;113350;113320;113330;112020;112030;111990;112030;113200;113210;113170;113180;113570;113620;113570;113610
113320;113340;113300;113330;112030;112070;112010;112050;113180;113190;113170;113190;113610;113630;113570;113600
113340;113340;113310;113310;112050;112060;112020;112030;113180;113200;113180;113180;113600;113600;113560;113590
113300;113310;113300;113300;112030;112050;112010;112040;113170;113170;113150;113160;113590;113590;113570;113590
113290;113320;113290;113320;112040;112040;111990;111990;113160;113200;113150;113200;113590;113610;113580;113580
113300;113340;113300;113340;111990;112030;111970;112030;113190;113190;113160;113170;113580;113590;113570;113570
113340;113340;113320;113320;112030;112040;111910;111940;113160;113170;113150;113170;113560;113580;113560;113560
113320;113350;113320;113330;111950;111980;111940;111950;113180;113190;113170;113170;113580;113610;113570;113610
113320;113320;113300;113310;111950;111980;111920;111940;113160;113170;113160;113170;113620;113640;113600;113630
113300;113330;113280;113300;111940;111960;111910;111930;113170;113180;113140;113160;113630;113640;113600;113610
113310;113310;113250;113260;111930;112010;111920;111980;113160;113160;113150;113150;113620;113630;113600;113630
113270;113290;113240;113260;111970;112000;111920;111940;113150;113160;113140;113150;113640;113650;113610;113650
113260;113270;113250;113270;111940;111940;111870;111910;113150;113150;113120;113130;113640;113650;113610;113610
113270;113340;113270;113310;111910;111940;111860;111870;113150;113160;113120;113150;113610;113610;113550;113550
113310;113320;113230;113250;111870;111920;111850;111910;113170;113170;113160;113160;113570;113580;113540;113570
113240;113260;113240;113260;111890;111930;111830;111900;113150;113160;113120;113140;113560;113560;113500;113510
113270;113270;113240;113240;111900;111940;111880;111940;113130;113140;113120;113140;113510;113570;113500;113520
113240;113270;113240;113270;111940;111950;111920;111920;113130;113140;113120;113120;113540;113540;113490;113530
113270;113270;113260;113270;111920;111930;111860;111890;113120;113120;113080;113090;113530;113550;113500;113550
113270;113270;113270;113270;111870;111910;111860;111870;113080;113100;113080;113100;113550;113550;113510;113550
113270;113290;113270;113290;111880;111920;111870;111920;113100;113130;113080;113100;113540;113590;113530;113570
113280;113300;113270;113270;111920;111940;111890;111940;113120;113120;113090;113110;113560;113570;113560;113570
113270;113290;113260;113290;111940;111950;111910;111950;113120;113200;113120;113190;113550;113550;113500;113530
113280;113290;113260;113280;111950;111950;111880;111890;113190;113200;113170;113170;113530;113550;113510;113530
113270;113300;113270;113280;111900;111920;111850;111850;113160;113170;113150;113170;113530;113540;113510;113530
113280;113290;113280;113290;111850;111860;111820;111860;113180;113190;113150;113150;113510;113550;113510;113550
113280;113300;113280;113290;111860;111900;111860;111900;113150;113150;113090;113100;113560;113570;113510;113510
113290;113290;113280;113280;111880;111900;111880;111890;113120;113120;113100;113110;113510;113510;113470;113470
113280;113280;113270;113270;111890;111890;111870;111890;113110;113120;113090;113110;113470;113500;113470;113490
113270;113280;113260;113270;111900;111940;111890;111940;113120;113120;113110;113110;113500;113560;113490;113550
113270;113270;113270;113270;111930;111930;111890;111890;113100;113120;113090;113100;113550;113600;113550;113560
113280;113280;113280;113280;111900;111940;111900;111940;113100;113130;113100;113130;113550;113570;113520;113550
113270;113290;113270;113290;111940;111960;111920;111930;113110;113120;113090;113120;113540;113540;113510;113530
113280;113290;113270;113290;111920;111930;111910;111910;113120;113130;113080;113110;113530;113530;113490;113490
113270;113280;113270;113280;111920;111920;111910;111920;113090;113110;113080;113100;113490;113500;113480;113490
113270;113280;113270;113280;111910;111920;111820;111830;113090;113120;113080;113090;113490;113520;113420;113500
113280;113300;113280;113290;111830;111880;111800;111880;113090;113110;113080;113100;113470;113480;113440;113480
113300;113300;113300;113300;111880;111880;111840;111860;113110;113120;113110;113120;113470;113490;113440;113460
113300;113300;113230;113230;111840;111890;111840;111890;113120;113130;113100;113130;113450;113460;113390;113420
113240;113250;113220;113250;111880;111910;111870;111910;113130;113140;113110;113140;113420;113430;113360;113390
113260;113280;113260;113260;111900;111900;111880;111890;113140;113170;113120;113170;113390;113440;113380;113430
113280;113340;113280;113330;111890;111900;111890;111900;113170;113170;113120;113140;113430;113440;113330;113340
113330;113340;113330;113340;111900;111920;111900;111920;113140;113140;113130;113140;113350;113380;113330;113360
113330;113340;113320;113320;111910;111910;111900;111900;113130;113140;113100;113140;113340;113350;113310;113350
113320;113330;113310;113310;111900;111900;111870;111890;113130;113180;113120;113140;113350;113360;113320;113350
113310;113320;113300;113300;111880;111880;111680;111780;113130;113130;112960;112980;113350;113390;113320;113370
113300;113330;113300;113330;111770;111800;111730;111740;112990;113000;112960;113000;113360;113370;113320;113330
113330;113360;113330;113360;111760;111830;111740;111770;113000;113000;112880;112890;113320;113340;113300;113310
113360;113370;113350;113360;111760;111830;111750;111820;112890;112890;112820;112840;113310;113380;113300;113380
113360;113370;113350;113370;111800;111840;111790;111840;112830;112890;112820;112870;113360;113410;113350;113410
113370;113380;113360;113360;111850;111850;111800;111830;112860;112890;112860;112880;113410;113470;113390;113460
113360;113360;113350;113350;111840;111850;111830;111850;112880;112920;112860;112900;113470;113470;113410;113420
113350;113380;113350;113370;111840;111880;111830;111880;112910;112930;112900;112920;113420;113440;113400;113430
113370;113380;113360;113360;111860;111860;111840;111860;112920;112930;112890;112900;113420;113420;113360;113410
113370;113370;113320;113340;111850;111860;111830;111830;112900;112940;112890;112920;113390;113410;113370;113380
113330;113330;113290;113290;111840;111840;111780;111800;112920;112920;112860;112860;113400;113400;113350;113400
113290;113330;113280;113320;111810;111820;111780;111800;112860;112940;112860;112930;113400;113410;113350;113370
113330;113330;113290;113290;111800;111830;111750;111770;112930;112940;112910;112910;113370;113460;113340;113450
113310;113310;113280;113310;111750;111840;111740;111830;112910;112920;112900;112920;113450;113470;113390;113410
113320;113360;113310;113340;111830;111830;111780;111780;112920;112930;112900;112910;113420;113490;113410;113450
113360;113380;113360;113360;111800;111830;111790;111820;112910;112970;112900;112940;113450;113500;113440;113500
113380;113440;113360;113440;111830;111850;111810;111850;112940;112960;112910;112960;113510;113530;113480;113500
113440;113480;113430;113450;111850;111850;111840;111850;112960;112970;112940;112950;113500;113530;113410;113450
113450;113710;113450;113500;111860;112040;111860;111990;112960;112960;112900;112910;113460;113530;113420;113530
;;;;111980;112000;111910;111910;112910;112920;112840;112880;113530;113540;113440;113440
